title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Technicien de Maintenance H/F,GEODIS,"Évry, France",CDI,2025-03-24,Bac + 2,suivi et entretien de chariots; gestion de parc chariots; pilotage SAV externe et interne; maintenance curative en électricité; connaissance des systèmes automatisés; gestion des risques,Not specified,Not specified,"GEODIS, a global leader in transportation and logistics, is seeking a full-time Maintenance Technician for its logistics site in Lisses, France. The role involves ensuring the functionality and compliance of equipment and infrastructure to meet operational needs while adhering to regulations.",https://fr.indeed.com/viewjob?jk=9f3bce0b2b4d8bc0
Alternant Communication RH H/F,GEODIS,"Levallois-Perret, France",Internship,2025-03-24,Bac +4 / Bac +5,communication digitale; community management; outils bureautiques; rédaction de contenu,anglais,Not specified,"GEODIS, a leading global player in transport and logistics, is seeking a Communication RH Apprentice to join its corporate HR team, specifically within talent acquisition, engagement, diversity, and inclusion. This one-year apprenticeship will involve responsibilities such as developing community management, creating an editorial calendar for LinkedIn and Instagram, updating the HR intranet pages, writing news articles for both the intranet and job boards, producing internal and external HR c...",https://fr.indeed.com/viewjob?jk=63f1c2a4c5843ac4
AMOA Rémunération apporteur,Swiss Life Group,"Levallois-Perret, France",CDI,2025-03-24,Not specified,Business Analyst; AMOA; remuneration; commissionnement; actuariat; modélisation des règles; processus complexes; accompagnement au changement; Excel; ODM (Object Decision Manager); droit du travail; paye,Not specified,Not specified,"Swiss Life, un leader en assurance et gestion de patrimoine, recherche un AMOA Rémunération Apporteur pour rejoindre l'équipe de la direction de la transformation à Puteaux. La personne sélectionnée sera responsable du maintien opérationnel du système de calcul de la rémunération variable des conseillers commerciaux, en s'assurant de la qualité des traitements et des données, tout en analysant les anomalies et en gérant les demandes d'évolution.",https://fr.indeed.com/viewjob?jk=504a6c718183c2b1
Directeur projets et stratégie,Paccard-Balmat,"Issy-les-Moulineaux, France",CDI,2025-03-24,Bac+5,gestion de projets stratégiques; marketing stratégique; déploiement opérationnel; MS Project; Trello; Asana,anglais,Not specified,"Notre client, INDRA, recherche un Directeur Projets et Stratégie pour rejoindre son Comité de Direction dans un contexte de transformation et de forte croissance au sein de l'économie circulaire automobile européenne. Le candidat retenu aura pour principales responsabilités le développement et la mise en œuvre de projets stratégiques majeurs, en se concentrant sur le marketing stratégique et le déploiement opérationnel.",https://fr.indeed.com/viewjob?jk=1fc7ae26c2e32684
Gestionnaire Administratif / Formation H/F,julhiet sterwen,"Neuilly-sur-Seine, France",CDI,2025-03-24,"BTS assistant manager, assistant de gestion PME-PMI ou équivalent",logistique; suivi administratif; suivi financier; mise à jour des systèmes d’information; pack office; Excel,français; anglais,Not specified,"Julhiet Sterwen, a leading transformation consulting firm, is seeking a Sales Administration Manager to join their growing team. The position involves coordinating logistics for missions, including room reservations and preparation of materials, as well as sourcing qualified trainers and maintaining communication with trainers, clients, and learners.",https://fr.indeed.com/viewjob?jk=6ac2f8b5094744cb
Bras Droit des Fondateurs [Stage long @Paris],École M - Maternelle bilingue,"Paris 8e, A8, FR",Internship,2025-03-24,Not specified,gestion courante des écoles; suivi des admissions; lancement de projets éducatifs; recrutement; recherche de locaux; recherche de financements; partenariats; community management; communication interne et externe; développement de modèle école; analyse et gestion de database; veille concurrentielle; innovation; facturation; modélisation; aide à l’élaboration de budgets; outils informatiques G-suite; CRM; ATS,Not specified,Not specified,"We are seeking a passionate student to join our team as a Founders' Right-Hand Intern, with a focus on entrepreneurship, technology, and education. The intern will be responsible for various operational tasks, including managing school operations, overseeing family admissions, initiating educational projects, and assisting with recruitment. In business development, the role involves searching for locations, securing funding, and establishing partnerships.",https://fr.indeed.com/viewjob?jk=e6bacaabf6ba2109
Contrôleur de Gestion pôle Paris - H/F,Ramsay Health Care,"Paris, A8, FR",CDI,2025-03-24,Bac +5,finance; audit; contrôle de gestion; comptabilité; analyse financière; gestion de budgets,Not specified,Not specified,"Le Groupe Ramsay Santé, leader de la santé privée en France et en Europe, recherche un responsable de la performance financière pour son pôle Paris. Le candidat sera rattaché à la Directrice du Contrôle Financier et devra analyser les résultats financiers, animer les plans d’amélioration, et préparer les clôtures mensuelles et annuelles en garantissant la fiabilité des écritures comptables.",https://fr.indeed.com/viewjob?jk=b4011d4c751bf2e3
Apprenti(e) Campus manager H/F,Valeo,"Cergy-Pontoise, France",CDI,2025-03-24,Master's,gestion des ressources humaines; maîtrise des outils RH; environnement Google,Français courant; Anglais professionnel,Not specified,"Valeo, a leading global tech company in the automotive sector, is seeking a Campus Manager Apprentice to support their Cergy site in enhancing greener mobility solutions. The key responsibilities of this role include assisting approximately 60 alternants and interns with their integration and administrative processes, overseeing recruitment campaigns for these positions, and fostering strong engagement within the community of alternants.",https://fr.indeed.com/viewjob?jk=98a920c849305a49
Community Manager / Créateur de contenus vidéos,Le Journal des Grandes Ecoles & Universités - Editions des Cassines,"Boulogne-Billancourt, France",CDI,2025-03-24,Not specified,Hootsuite; Meta Business Suite; LinkedIn; Agorapulse; Youtube; SocialHub LinkedIn Campaign Manager; Gestionnaire de publicités Meta; Trello; Notion; Google Sheets; Airtable; Canva; Adobe Express; CapCut; Mojo; ChatGpt; Gemini (IA); Google Analytics; Matomo; Meta Insights; LinkedIn Analytics; YouTube Studio,French,Not specified,"Monde des Grandes Ecoles et Universités recherche un Community Manager / Créateur de contenus vidéos pour renforcer sa présence sur les réseaux sociaux et animer ses communautés, sous la responsabilité de la Directrice de l’information. Le candidat idéal, diplômé d'une école de communication avec une spécialisation en médias digitaux, doit posséder une expertise dans l'utilisation des réseaux sociaux, ainsi qu'une aisance avec la création et le montage vidéo.",https://fr.indeed.com/viewjob?jk=b6c47e05af611c38
Chargé de relation clients H/F,Edenred,"Montrouge, France",CDI,2025-03-24,Bac+2/Bac+3,outils informatiques; bureautique; messagerie; CRM; téléphone,Not specified,Not specified,"Edenred is seeking a Client Relationship Manager for their office in Montrouge (92) to join a dynamic team dedicated to enhancing customer experiences. In this role, you will report to the Operations Supervisor and be responsible for addressing both simple and complex inquiries from internal and external clients through various communication channels, including email, chat, phone, and social media.",https://fr.indeed.com/viewjob?jk=bef3a4bd79b66e39
CDI - Responsable de produit Assurance RC Pro/IARD,Klarity,"Puteaux, France",CDI,2025-03-24,"Bac +4/5 école d’assurance, école de commerce, université, école d’ingénieur",excellentes qualités rédactionnelles; rigueur; réactivité; gestion de plusieurs projets; connaissance des modèles business de l’avenir; outils IA,Not specified,Not specified,"Klarity, une insurtech innovante spécialisée dans les solutions d'assurance sur mesure pour les professionnels, recherche un Responsable de produit Assurance IARD en CDI. Ce poste, à pourvoir en collaboration directe avec la CEO, implique la définition des produits en fonction des tendances du marché, l'établissement de relations avec les assureurs, la rédaction de documents techniques et commerciaux, ainsi que la création d'une stratégie rentable avec l’équipe commerciale.",https://fr.indeed.com/viewjob?jk=0624d86b9fcea79d
CDI - ACHETEUR (F/H/X),Sephora,"Neuilly-sur-Seine, France",CDI,2025-03-23,Bac + 5 university course,Purchasing specialization; supplier management; negotiation; performance monitoring; SAP; e-Procurement; continuous improvement; project management; strategic vision; organizational skills,Professional English,Not specified,"Sephora is seeking a Purchaser (CDI - Purchaser, F/H/X) based in Neuilly-sur-Seine to enhance its Sephora Collection brand, dedicated to democratizing high-performance beauty. The role involves managing supplier relations by developing comprehensive knowledge of suppliers and the market, ensuring service quality across various dimensions (logistics, economic, industrial, regulatory, and CSR), resolving disputes, negotiating prices, and implementing continuous improvement initiatives.",https://fr.indeed.com/viewjob?jk=a4f89be366fe7be2
Stage fin d'étude - Audit Asset Management- Juillet 2025 F/H,EY,"La Défense, France",Internship,2025-03-23,Not specified,audit; financial consulting; business plan review; long-term contract review; financial transactions analysis; risk assessment; internal control framework audit; financial statement audit; qualitative financial information review; IFRS; US GAAP,English,Not specified,"EY, au sein de sa division Finance, est à la recherche de stagiaires pour son équipe FSO Audit Asset Management, avec des débuts possibles en juillet 2025 ou janvier 2026. Les stagiaires participeront à des missions d'audit et de conseil, principalement auprès de gestionnaires d'actifs français et internationaux. Les responsabilités incluent la réalisation de commissariats aux comptes, la conduite d'analyses financières approfondies (revue des business plans, des contrats à long terme, etc.",https://fr.indeed.com/viewjob?jk=453f64fb150a0360
Expert Monétique Sénior H/F PARIS • CDI,Galeries Lafayette,"Paris, A8, FR",CDI,2025-03-23,Not specified,monétique; solutions de paiement; e-commerce; analyse des besoins métiers; conception et intégration de moyens de paiement; support de niveau 2; collaboration avec partenaires (PSP; banques; éditeurs d’encaissement); esprit stratégique; identification des tendances de marché; adaptation aux situations; relation client,Not specified,Not specified,"Le Groupe Galeries Lafayette recherche un Monéticien Sénior pour rejoindre son équipe dynamique à Paris, afin de devenir le référent monétique et garantir la performance des solutions de paiement en magasin, mobile et e-commerce. Les responsabilités comprennent l'analyse des besoins métiers, la conception et intégration de nouveaux moyens de paiement, ainsi que le déploiement de solutions tout en assurant un support de niveau 2 efficace.",https://fr.indeed.com/viewjob?jk=aa89b3125e052ab7
Product Owner - Infrastructure OpenStack,OVHcloud,"Paris, A8, FR",CDI,2025-03-23,Not specified,Product Owner; Cloud technologies; Project management tools; Jira; Confluence; Agile project management; OpenStack; Hardware knowledge; Data Center knowledge; Debian systems,Not specified,Not specified,"OVHcloud is seeking a Product Owner for its OpenStack Infrastructure team in Paris, focusing on enhancing the company's Public Cloud offerings. Responsibilities include developing and communicating a clear product vision and strategic roadmap, prioritizing user and business needs through User Stories, and managing the Product Backlog to ensure agile delivery of features while balancing technical requirements and customer value.",https://fr.indeed.com/viewjob?jk=71be2035b4d43576
Assistant Office Intern H/F,LIM Group,"Paris, A8, FR",Internship,2025-03-23,Not specified,Sales administration; internal logistics management; order integration; invoicing; shipping; customer relations; inventory management; Microsoft Office (Word; Excel; PowerPoint); Photoshop,English; Spanish,Not specified,"LIM Group, a renowned French company that specializes in manufacturing and marketing luxury equestrian equipment, is seeking an intern for administrative and sales support, specifically aimed at the American and Canadian markets. The intern will have responsibilities in several departments, including Sales Administration, where tasks involve order integration, invoicing, shipping management, and customer relations; Supply Chain, which includes internal logistics management, inventory control,...",https://fr.indeed.com/viewjob?jk=e0910a1cd293582d
STAGE -Sales Opérations Assistant,Nissan,"Montigny-le-Bretonneux, France",CDI,2025-03-23,Not specified,Excel; Access; VBA,English,Not specified,"Nissan is seeking a motivated intern to join its Sales Operations team at the European headquarters in Saint-Quentin-en-Yvelines, France, for a six-month role starting in January 2024. The intern will engage in various activities, primarily focused on analyzing sales performance across the Nissan network, which includes developing and updating activity tracking reports, analyzing key performance indicators (KPIs), and creating new reporting tools to support managerial decision-making.",https://fr.indeed.com/viewjob?jk=5630dd38fcdafbfc
Contrôleur de gestion H/F - EBRA Events,Groupe EBRA,"Paris, A8, FR",CDI,2025-03-22,Master,connaissances comptables; connaissances analytiques; maîtrise des outils de bureautique; maîtrise des indicateurs de contrôle de gestion; compétence en analyse de données,Not specified,Not specified,"EBRA, a multimedia group operating in 23 departments in Eastern France, is seeking a Controller for its Events division. The primary responsibilities of this role include developing the annual budget and forecasts for the event companies, overseeing the monthly financial closing process, producing management reports, and ensuring adherence to financial procedures and analytical structures.",https://fr.indeed.com/viewjob?jk=bd86ab25bb52d5cc
"Apprenti.e Chargé.e de Mission Qualité, Réseaux sociaux H/F",Accor,"Paris, A8, FR",CDI,2025-03-22,Not specified,E-reputation; Satisfaction client; Analyse et traitement d'informations; Rédaction sur réseaux sociaux; Veille d’informations; Animation en ligne; Communication interne; Création de supports; Pack Office,English,Not specified,"L'Ibis Paris Montmartre Sacré-Coeur cherche un(e) Apprenti(e) Chargé(e) de Mission Qualité et Réseaux Sociaux pour un contrat d'apprentissage à temps plein. Les principales responsabilités incluent la gestion de l'e-réputation et de la satisfaction client en analysant et en traitant les retours des clients via la plateforme « Trust You », la rédaction de réponses aux avis sur les réseaux sociaux, et la sensibilisation des équipes aux enjeux de l'e-réputation.",https://fr.indeed.com/viewjob?jk=3750672ace8fbe9d
Global Corporate Coverage Intern (f/m/x),Deutsche Bank,"Paris, A8, FR",CDI,2025-03-22,Not specified,Strong interest for the Financial Industry; Client oriented; Strong commitment and autonomy; Good spirit of analysis; synthesis; and rigor; Reactivity and dynamism,Not specified,Not specified,"The Global Corporate Coverage Intern at Deutsche Bank in Paris will engage in a six-month internship, starting in July 2025, aimed at supporting the Global Corporate Coverage team in their daily operations. Key responsibilities include assisting senior bankers in developing and maintaining relationships with French corporate clients, conducting credit analysis, and coordinating contributions from various partners within the bank.",https://fr.indeed.com/viewjob?jk=f72617b87c5ec223
Account Manager (H/F),Cegedim Business services,"Boulogne-Billancourt, France",CDI,2025-03-22,Master,Dématérialisation; commercialisation d’outils et services de dématérialisation; factures clients; factures fournisseurs; achats; G.E.D.,Anglais,Not specified,"Cegedim is seeking a full-time commercial position that requires at least two years of relevant experience and a Master's degree (Bac+5). The successful candidate will integrate into the commercial service, reporting directly to a market director, and will be responsible for developing commercial strategies to enhance the sales of Cegedim's service offerings.",https://fr.indeed.com/viewjob?jk=f33c59bb7037174a
"Senior Account Executive, Twitch, Amazon Ads (LCS)",Amazon.com,"Clichy, France",CDI,2025-03-21,Not specified,media agency experience; sales agency experience; relationship building; navigating dynamics with senior agency executives; closing sales; generating revenue; video advertising knowledge; business development; prospecting; executive level engagement; digital advertising solutions; brand integration; client consultation; sales CRM usage,English; French,Not specified,"The Senior Account Executive for Twitch at Amazon Ads is responsible for driving advertising revenue by leveraging extensive experience in digital advertising sales. Applicants should possess over ten years of media agency or sales agency experience, with a proven ability to build relationships with senior executives and a strong background in closing sales and generating revenue.",https://fr.indeed.com/viewjob?jk=91f4e6299d393373
Product Manager Supply - Paris (H/F),Vroomly,"Paris, A8, FR",Not specified,2025-03-21,Not specified,PO; PM; marketplace; intégrations fournisseurs; prioriser; rédiger specs; gérer roadmap; APIs; SQL; Python,anglais; espagnol,Not specified,"Vroomly, une solution SaaS B2B et B2C dédiée à la gestion des garages, recherche un Product Manager pour renforcer l’intégration de nouveaux distributeurs et enrichir son offre. Le candidat idéal aura au moins 5 ans d'expérience en tant que Product Owner ou Manager, de préférence dans le secteur des marketplaces ou des intégrations fournisseurs.",https://fr.indeed.com/viewjob?jk=6b3a4dbcab0a995f
Alternance 2025-developpement immobilier (H/F),Crédit Agricole,"Paris, A8, FR",Not specified,2025-03-21,Bac +3/+4,Pack Office; Word; Excel; PowerPoint; analyse; synthèse; qualité rédactionnelle; travail en équipe; esprit curieux; esprit critique,Not specified,Not specified,"Le Crédit Agricole recherche un alternant sous la supervision du Responsable des Opérations et investissements immobiliers, dont les principales responsabilités incluent la coordination des études d'investissement immobilier, la recherche de locaux, l'analyse des propositions, et la création de supports pour des animations de projets.",https://fr.indeed.com/viewjob?jk=450afdb2eaa19a07
Responsable achats - CDD - H/F,SIPLEC,"Ivry-sur-Seine, France",CDI,2025-03-21,Bac+5,commerce international; achat; développement de produits alimentaires; négociation; évaluation des propositions commerciales; contractualisation; suivi des contrats; bases juridiques sur l'achat,anglais,Not specified,"Siplec, a company part of the E.Leclerc movement, seeks a **Responsable Achats** to join its International Supply & Tool department, specifically within the Opportunity Buying & PGC team. This role involves managing supplier relationships across Europe and internationally, negotiating purchase conditions, evaluating commercial proposals, ensuring supply capacity, and overseeing contract execution in terms of quality, delivery, and payment.",https://fr.indeed.com/viewjob?jk=4717e03a08cb3466
Business Analyst H/F,Qare,"Paris, A8, FR",CDI,2025-03-21,Bac + 5,Excel; VBA; SQL; Table Plus; Metabase; data visualization; quantitative analysis,English,Not specified,"Qare, un leader de la téléconsultation en France, recherche un Business Analyst pour rejoindre son équipe Business Operations. Ce poste est crucial pour optimiser les performances des équipes Sales et Ops en analysant des données, en identifiant des leviers d'amélioration et en élaborant des outils de pilotage efficaces.",https://fr.indeed.com/viewjob?jk=d11d70ed01fd52b3
Consultant Regulatory & Compliance (H/F),GROUPE DEMETER,"Neuilly-sur-Seine, France",CDI,2025-03-21,Master's,Lean 6 Sigma; méthodologies de management; outils d’analyse d’organisation; outils d’analyse de processus,English,Not specified,"Le Groupe DEMETER, un cabinet de recrutement composé d'experts en ingénierie et en management, recherche un candidat pour renforcer ses équipes spécialisées dans le domaine de la Conformité et de la Réglementation au sein d'un groupe de conseil en transformation indépendant.",https://fr.indeed.com/viewjob?jk=0692f8ab1831f860
Brand Communication Assistant - Japanese market...,Typology,"Paris, A8, FR",Internship,2025-03-21,Not specified,"Native-level Japanese; Fluency in English; Proficiency in French (considered advantageous); Background in marketing/communications; Strong interest in the digital and beauty industry; Previous internship experience in communications and influencer marketing; Exceptional communication skills across all platforms (phone, email, video, and deliverables); Excellent knowledge of the influencer landscape in Japan; Knowledge of platforms including Instagram and YouTube; Organized and able to multi-task",Japanese; English; French,Not specified,"Typology, a leading skincare brand founded in 2019, seeks a native Japanese-speaking intern to join its brand communication team for a six-month internship based in Paris, beginning in late September 2025. The primary responsibilities of this role include managing relationships with key figures in the Japanese skincare market, executing and monitoring communication campaigns, analyzing the performance of these campaigns, and collaborating with the Customer Care Team to resolve any customer in...",https://fr.indeed.com/viewjob?jk=045d18a2dfc27978
Customer Success Manager - CDI - Paris,Qobra,"Paris, A8, FR",CDI,2025-03-21,Not specified,customer success; analysis; problem-solving; data structures; interpersonal skills; empathy; communication; autonomy; responsibility,French; English,Not specified,"Chez Qobra, nous cherchons un(e) Customer Success Manager pour renforcer notre équipe Customer Success et offrir une expérience client optimale, tout en bâtissant des relations durables avec nos clients. Le candidat idéal aura pour missions principales de garantir la satisfaction et la rétention de son portefeuille client, d’identifier les opportunités de croissance, de collaborer avec le marketing pour engager la communauté des clients, et de favoriser l’adoption de notre solution.",https://fr.indeed.com/viewjob?jk=d53bc8b4950a2d0b
Alternance - Transformation Digitale (H/F),GSK,"Rueil-Malmaison, France",Not specified,2025-03-21,Bac+5,gestion de projet; transformation digitale; marketing digital; maîtrise des outils informatiques,anglais,Not specified,"ViiV Healthcare is seeking a **Digital Transformation Intern** for a one-year placement starting in **September 2025** at its Rueil Malmaison location. In this role, the intern will support the Digital Transformation team by managing digital project activities related to the promotion of injectable products.",https://fr.indeed.com/viewjob?jk=aac57f0bbcca2caa
Alternance - Apprenti Affaires Réglementaires (H/F),GSK,"Rueil-Malmaison, France",Not specified,2025-03-21,Master's (Master II in progress),Pharmaceutical regulatory affairs; Quality control; Compliance; Regulatory monitoring; Team collaboration; Analytical skills,French; English,Not specified,"GSK, a leading biopharmaceutical company, is seeking two **Regulatory Affairs Apprentices** for a one-year alternating program starting in September 2025 at its Rueil-Malmaison site. The main responsibilities include preparing and submitting marketing authorization dossiers, ensuring compliance of packaging materials, participating in regulatory compliance activities, and conducting regulatory monitoring.",https://fr.indeed.com/viewjob?jk=864a5a86704d7c43
Alternance - Business Analyst F/H,EDF,"Nanterre, France",Internship,2025-03-21,BAC +4 / BAC +5,Maitrise des méthodes agiles SCRUM; Maitrises de cérémonies de cadrage; développement logiciel,Not specified,Not specified,"EDF is seeking an intern for an apprenticeship position in the IAM&Cyber department, specifically within the Interface-AD team in Nanterre, located in the Hauts-de-Seine region. The candidate will engage in a collaborative environment focused on Active Directory management and administration, adhering to Agile SAFE methodologies.",https://fr.indeed.com/viewjob?jk=b96ee8d88dd74f60
Directeur Administratif et Financier (EXPERT COMPTABLE) (H/F),BERCEAU DES ROIS,"Brétigny-sur-Orge, France",CDI,2025-03-21,"Bac+5, école de commerce, université",tenue de la comptabilité; conseil fiscal; audit financier; établissement des déclarations sociales et fiscales; analyse financière; gestion budgétaire; leadership; contrôle interne; gestion des risques,Not specified,Not specified,"Le groupe Berceau des Rois, un acteur majeur dans le secteur des services à la personne avec un réseau de plus de 100 sites et un chiffre d'affaires de 20 millions d'euros, recherche un(e) Directeur Administratif et Financier (Expert-Comptable) pour renforcer son équipe de direction. Le candidat idéal devra structurer et optimiser les fonctions supports, tout en participant à une stratégie de croissance significative.",https://fr.indeed.com/viewjob?jk=a1ba7b3e689f081d
Chargé(e) de Missions Assistant Commercial - Alternance,CAMECA,"Gennevilliers, France",CDI,2025-03-21,"Bac, Bac+2 Commerce International",suivi des dossiers prospects; création d’offres de prix; suivi des approbations des revues d’offres; suivi des commandes clients; gestion des documents nécessaires; liaison entre services; gestion des envois liés à l’activité commerciale et marketing; reporting régulier de l’activité commerciale; suivi des renouvellements des contrats d’agents et distributeurs; gestion des demandes de développement non-standard; organisation des réunions,Anglais B2/C1,Not specified,"Le poste d'apprenti assistant commercial chez CAMECA, sous la supervision de l’assistante commerciale, implique un soutien administratif aux activités commerciales en interaction avec les responsables des ventes produits et d'autres parties prenantes. Les principales missions incluent l'aide à la mise à jour des dossiers de prospects, la création d'offres de prix, le suivi des commandes clients et la liaison entre différents services pour assurer la fluidité des communications internes.",https://fr.indeed.com/viewjob?jk=240adeba3e60a3ad
Chargé(e) de mission Business & Sales Analyst H/F – Alternance,CAMECA,"Gennevilliers, France",CDI,2025-03-21,"Bac +4/5, Ecole d’Ingénieur",CRM; Microsoft Dynamics; Salesforce; Excel; Power BI; Business Intelligence; Data analysis,English,Not specified,"CAMECA, leader mondial dans la fabrication d'instruments de microanalyse et de métrologie, recherche un collaborateur chargé d'améliorer les outils d'analyse et de pilotage des activités commerciales, marketing et services au sein de leur Business Unit, sous la direction du Responsable Expérience Clients.",https://fr.indeed.com/viewjob?jk=35536949b39e37e6
Business Analyst – Power BI H/F,CEVA Logistics,"Puteaux, France",CDI,2025-03-21,Not specified,Microsoft Power Platform; Power BI; Power Apps; Power Automate; project management,English,Not specified,"CEVA Logistics is seeking a Business Analyst to join its Industrial Projects team, where personal development, innovation, and excellence are central to the work environment. In this role, the Business Analyst will be responsible for collaborating with operational teams to define needs, design, develop, and implement solutions using Microsoft Power Platform tools, including Power BI, Power Apps, and Power Automate.",https://fr.indeed.com/viewjob?jk=3bc2cd3f62992f4a
Alternant Business RH (H/F),Takeda Pharmaceuticals,"Paris, A8, FR",CDI,2025-03-21,Master's,HR Management; Microsoft Office,English,Not specified,"The position of Apprentice Business HR at Takeda involves supporting both operational and strategic activities within the Human Resources department under the guidance of the HR Manager. Key responsibilities include monitoring organizational changes, managing personnel files and contracts in collaboration with the People Solutions and payroll administration teams, updating job descriptions, participating in company audits, and overseeing performance management processes such as goal setting a...",https://fr.indeed.com/viewjob?jk=e8dc801b310ac52c
Ingénieur Spécification Logicielle - Bancaire F/H,SOLENT,"Montrouge, France",Not specified,2025-03-21,Diplômé d’une école d’ingénieur ou équivalent universitaire,spécification logicielle; analyse des besoins fonctionnels; rédaction de spécifications fonctionnelles; conception de solutions; collaboration avec des équipes de développement; test d'intégration; documentation; amélioration continue des processus,anglais,Not specified,"The job description outlines a position for a software specification engineer within a competency center for a major banking client's internal university, focusing on managing and delivering training programs for a large number of learners annually. The primary responsibilities include analyzing user and business functional and technical needs, drafting detailed functional and technical specifications, designing tailored solutions, collaborating with development teams to ensure clear understa...",https://fr.indeed.com/viewjob?jk=cec2b5538987587a
Esthéticien.ne - Conseiller.ère de vente - Paris,OH MY CREAM,"Paris, A8, FR",CDI,2025-03-21,Not specified,soins visage; diagnostic de peau; masterclass; animation en boutique; accueil personnalisé; conseil vente; fidélisation clientèle; organisation; nettoyage/désinfection; passation de commandes; entretien de la boutique,French,Not specified,"Oh My Cream is seeking a full-time aesthetician and sales advisor for a CDI position, requiring either 39 or 35 hours per week, with work on Sundays. The role involves providing expert, customized facial treatments using brands like Dermalogica and Tata Harper, preparing treatment rooms, delivering personalized customer service, conducting skin diagnostics, and participating in product masterclasses.",https://fr.indeed.com/viewjob?jk=b2b90765d8fa2064
Senior Compliance Officer - F/H,LYDIA Solutions,"Paris, A8, FR",Not specified,2025-03-21,Master's,droit; conformité; réglementation financière; services de paiement; LCB / FT; protection des données personnelles,français; anglais,Not specified,"Lydia Solutions, une fintech française fondée en 2013 et comptant plus de 7 millions d'utilisateurs, recherche un Senior Compliance Officer pour renforcer son dispositif de conformité face aux évolutions réglementaires dans le secteur des services de paiement, de la monnaie électronique et de la protection des données personnelles.",https://fr.indeed.com/viewjob?jk=b9d7c97988e99af6
AXA IM Prime Client Service & Sales Assistant - Intern,AXA / France,"Puteaux, France",CDI,2025-03-21,Postgraduate studies,Office pack expertise; organizational skills; coordination; attention to detail; communication skills; interpersonal skills; team player; client-centric view,English; French; third language highly appreciated,Not specified,"AXA Investment Managers (AXA IM) is seeking an intern to support the Client Service and Business Development teams in their daily operations at their Puteaux, Hauts-de-Seine location. The role primarily involves assisting with client onboarding, monitoring fund reporting deliveries, preparing monthly activity reports, defining target investor lists, and managing information on consultant databases and RFP sites.",https://fr.indeed.com/viewjob?jk=1ab5f50f776c136e
Apprenticeship | Internal Financial Controller | October 2025,AXA / France,"Paris, A8, FR",Internship,2025-03-21,Not specified,Operational Risk; Internal Control; Finance; Reinsurance; Technology; Internal Model Validation; Sustainability Reporting; Solvency II; Risk Mitigation,Not specified,Not specified,"AXA is seeking an Internal Financial Controller apprentice to join its Operational Risk & Internal Control team for a 12-month period starting in September 2025 at their Paris headquarters. The key responsibilities include contributing to second line control activities by providing independent assessments of controls' design and operational effectiveness across various key areas such as Finance, Reinsurance, and Technology.",https://fr.indeed.com/viewjob?jk=ae0fcf8599f1ef56
Apprenticeship | Legal | September 2025,AXA / France,"Paris, A8, FR",Not specified,2025-03-21,Bac+4,Corporate Law; Financial Transactions; Mergers & Acquisitions; Strategic Partnerships; Business Law; Regulatory; Reinsurance; ESG; drafting loan contracts; research in financial law; drafting of regulated information,English,Not specified,"AXA is seeking an apprentice for a six-month period starting in September at their Paris headquarters, specifically within the Group Legal Department consisting of 20 experienced lawyers and various project managers. The key responsibilities for this role include assisting with corporate law functions such as the preparation of general meetings and drafting regulated information, contributing to financial transactions by drafting loan contracts and conducting research, and aiding in mergers a...",https://fr.indeed.com/viewjob?jk=4c04b1fa279f8662
Bid Manager H/F CDI,Groupe SII,"La Défense, France",CDI,2025-03-21,Bac+5,gestion d'appels d'offres; coordination d'équipes multidisciplinaires; pilotage d'avants ventes complexes; analyse des besoins clients; leadership; autonomie; proactivité; innovation,Anglais,Not specified,"La Direction du Développement du Groupe SII est à la recherche d'un(e) Bid Manager en CDI, basé à La Défense, avec un démarrage immédiat. Sous la direction du Global Bid, Offer & Innovation Director, le candidat aura la responsabilité de gérer des appels d’offre stratégiques en coordonnant les équipes internes, en intégrant les sous-traitants et en optimisant les réponses afin de s'assurer qu'elles soient pertinentes et compétitives.",https://fr.indeed.com/viewjob?jk=9e29816845ac4f84
Legal Apprentice,Qonto,"Paris, A8, FR",Internship,2025-03-21,Master's,Contract Negotiation; Contract Drafting; Legal Compliance; Fintech Legal Expertise; Intellectual Property Law; Data Protection Compliance; Contract Management; Legal Writing,French; English,Not specified,"Qonto is seeking a Legal Apprentice to assist its legal department in various responsibilities, including contract management, product compliance, intellectual property protection, and data protection matters. The role involves supporting contract negotiation and drafting for new products in France and Belgium, updating client terms and conditions, and managing the trademark and domain name portfolio.",https://fr.indeed.com/viewjob?jk=c6c174587d53aa88
Alternance - 2 ans - Gestionnaire CRM Client Support Group F/H,Natixis,"Paris, A8, FR",Not specified,2025-03-21,Bac+3/4,Excel; PowerPoint,English,Not specified,"Natixis Corporate & Investment Banking is seeking a Client Relationship Management (CRM) Support Group Manager for a two-year internship starting in September 2025, based in Paris with remote work options available. The primary responsibilities of this role include managing dashboards and KPIs for various departments, assisting with data entry and tracking within the CRM community tool, coordinating with the CRM team in Porto, and establishing strong relationships with different services with...",https://fr.indeed.com/viewjob?jk=94d8a7e7ed902c55
