title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Stage Legal Intern - Private Equity (M/F),Edmond de Rothschild,"Paris, France",Internship,2023-10-01,Master's degree in Law or related field,Legal research; Contract drafting; Analytical skills,English; French,Not specified,"Join our Private Equity team as a Legal Intern. You will assist in the legal aspects of investment transactions, including drafting and reviewing contracts, conducting legal research, and supporting the team in various projects.",https://skema.jobteaser.com/en/job-offers/c4a4442d-df56-434a-9acb-a6154a030c04-edmond-de-rothschild-stage-legal-intern-private-equity-m-f
Software Business Analyst,Avery Dennison,Not specified,Full-time,Not specified,Bachelor's degree in Computer Science or related field,Business analysis; Software development lifecycle; Agile methodologies; Requirements gathering; Testing and validation,English; French,Not specified,"As a Software Business Analyst, you will be responsible for gathering requirements, analyzing business needs, and working closely with the development team to deliver software solutions. You will also be involved in testing and validating the software to ensure it meets the specified requirements.",https://skema.jobteaser.com/en/job-offers/c17a1be5-8764-4ec9-8701-bd0b31c3ee62-avery-dennison-copy-of-software-business-analyst
"Researcher in Epidemiology, Statistics, Bioinformatics or Data Science with Interest in Real-World Data Analysis and Women's Health",Amager og Hvidovre Hospital,"Copenhagen, Denmark",Full-time,"October 1, 2023","PhD in Epidemiology, Statistics, Bioinformatics, Data Science or related field",Statistical analysis; Data management; Bioinformatics; Programming in R or Python; Experience with real-world data,English; Danish,Not specified,"The Amager and Hvidovre Hospital is seeking a researcher in epidemiology, statistics, bioinformatics, or data science with a strong interest in real-world data analysis and women's health. The successful candidate will be involved in various research projects focusing on women's health issues, utilizing real-world data to derive insights and improve healthcare outcomes.",https://skema.jobteaser.com/en/job-offers/d208f798-1808-4c22-84ae-b8b971614354-amager-og-hvidovre-hospital-researcher-in-epidemiology-statistics-bioinformatics-or-data-science-with-interest-in-real-world-data-analysis-and-women-s-health
Stage Community Manager,Noces Italiennes,Remote,Internship,2023-10-01,"Bachelor's degree in Marketing, Communications, or related field",Social Media Management; Content Creation; Analytics,English; Italian,€600 - €800 per month,Noces Italiennes is looking for a Community Manager intern to help manage our online presence and engage with our audience. The ideal candidate will have a passion for social media and a knack for creating engaging content.,https://skema.jobteaser.com/en/job-offers/945753ac-9d59-497c-a21a-0ec090ece538-noces-italiennes-stage-community-manager
Applied AI Research & Development Intern - Business Application,"Apsis, an Efficy company","Brussels, Hybrid Remote",Internship,Not specified,"Currently pursuing a degree in Computer Science, Data Science, or a related field",Programming in Python; Machine Learning; Data Analysis; Problem Solving,English; French,Not specified,"As an Applied AI Research & Development Intern, you will work on innovative projects that leverage artificial intelligence to enhance business applications. You will collaborate with a team of experts to develop and implement AI solutions that drive efficiency and effectiveness in business processes.",https://skema.jobteaser.com/en/job-offers/ec819882-e37f-4f4e-90b8-71c17e24ba1b-apsis-an-efficy-company-applied-ai-research-development-intern-business-application-brussels-hybrid-remote
Become a part of Twoday's Graduate Program 2025,Twoday A/S,"Copenhagen, Denmark",Graduate Program,October 2023,Bachelor's degree or higher,Analytical thinking; Team collaboration; Problem-solving,English; Danish,Not specified,"Join Twoday's Graduate Program 2025 and kickstart your career in a dynamic environment. You will be part of a team that values innovation and collaboration, working on exciting projects that make a difference. The program offers mentorship, training, and the opportunity to develop your skills in a supportive atmosphere.",https://skema.jobteaser.com/en/job-offers/0ad66f29-9b72-44d9-9fad-43dd1c36abec-twoday-a-s-become-a-part-of-twoday-s-graduate-program-2025
UX/UI Designer Internship,Donna Vino,Remote,Internship,2023-10-01,Bachelor's degree in Design or related field,"Proficiency in design tools (e.g., Sketch, Figma, Adobe XD); Understanding of user-centered design principles; Basic knowledge of HTML/CSS",English; French,Not specified,We are looking for a creative and passionate UX/UI Designer Intern to join our team. You will work closely with our design and development teams to create user-friendly interfaces and improve the overall user experience of our products.,https://skema.jobteaser.com/en/job-offers/04430d9d-6d7f-47a2-a9f8-88a4623ec856-donna-vino-ux-ui-designer-internship
Marketing Communication Intern,Vila A/S,"Copenhagen, Denmark",Internship,2023-10-01,"Bachelor's degree in Marketing, Communication, or related field",Content creation; Social media management; Marketing strategy development,English; Danish,Not specified,"Vila A/S is looking for a Marketing Communication Intern to join our team in Copenhagen. The intern will assist in developing marketing strategies, creating content for social media, and supporting various marketing campaigns.",https://skema.jobteaser.com/en/job-offers/5b4b4c33-93f7-448d-b806-cbaa9dd4a721-vila-a-s-marketing-communication-intern
Internship in Customer Journey & E-commerce Management Europe,Mercedes-Benz Group,Europe,Internship,April 2025,"Bachelor's degree or higher in Business, Marketing, or a related field",Analytical skills; Project management; Communication skills; E-commerce knowledge,English; German,Not specified,Join Mercedes-Benz Group as an intern in the Customer Journey & E-commerce Management team. You will be involved in various projects aimed at enhancing the customer experience and optimizing e-commerce strategies across Europe.,https://skema.jobteaser.com/en/job-offers/6461da46-f096-49c7-b035-edfe92c9eea3-mercedes-benz-group-internship-in-customer-journey-ecommerce-management-europe-starting-april-2025
Diplomatic Technology Intern,"U.S. Embassy Copenhagen, Denmark","Copenhagen, Denmark",Internship,Not specified,"Currently enrolled in a degree program in Information Technology, Computer Science, or a related field.",Knowledge of cybersecurity principles; Familiarity with IT support; Project management skills,English; Danish,Not specified,"The U.S. Embassy in Copenhagen is seeking a highly motivated and detail-oriented intern to assist the Diplomatic Technology team. The intern will gain hands-on experience in various aspects of technology used in diplomatic missions, including cybersecurity, IT support, and project management.",https://skema.jobteaser.com/en/job-offers/d2ef99ad-06f6-42b0-9a97-13bb746fc06c-u-s-embassy-copenhagen-denmark-diplomatic-technology-intern
Technical Support Intern,Umbraco A/S,Denmark,Internship,2023-10-01,Bachelor's degree in Computer Science or related field,Problem-solving; Communication; Technical troubleshooting,English; Danish,Not specified,"As a Technical Support Intern at Umbraco A/S, you will be responsible for assisting our support team in providing excellent customer service. You will work closely with our developers and customers to troubleshoot issues and provide solutions. This role is ideal for someone looking to gain hands-on experience in a fast-paced environment.",https://skema.jobteaser.com/en/job-offers/8ed4a9b7-d74e-4225-9e0b-dec5169b459f-umbraco-a-s-technical-support-intern-dk
Marketing Guru Intern,Adjera,Remote,Internship,2023-10-01,Bachelor's degree in Marketing or related field,Social Media Management; Content Creation; Market Research,English; French,Not specified,"Join our dynamic team as a Marketing Guru Intern! You will assist in developing marketing strategies, conducting market research, and creating engaging content for our social media platforms. This is a fantastic opportunity to gain hands-on experience in the marketing field.",https://skema.jobteaser.com/en/job-offers/8c819555-b1db-4a26-87f2-086713c15e35-adjera-marketing-guru-intern
"Thales Internship Graduation Assignment HBO/WO Advanced Radar Processing Mathematics, Physics or Electrical Engineering",Thales,Not specified,Internship,Not specified,HBO/WO,Mathematics; Physics; Electrical Engineering,nan,Not specified,"The internship involves advanced radar processing, focusing on mathematics, physics, or electrical engineering.",https://skema.jobteaser.com/en/job-offers/cf2b63f3-a0b6-45a1-a886-7fa2533f7a41-thales-internship-graduation-assignment-hbo-wo-advanced-radar-processing-mathematics-physics-or-electrical-engineering
Telenor Tech Trainee Program,Telenor Sverige AB,Sweden,Full-time,2023-10-01,Bachelor's degree in a relevant field,Programming; Data Analysis; Project Management,English; Swedish,Competitive salary,"Join Telenor's Tech Trainee Program to kickstart your career in technology. This program is designed for recent graduates who are passionate about technology and want to make a difference in the telecommunications industry. You will work on exciting projects, gain hands-on experience, and develop your skills in a supportive environment.",https://skema.jobteaser.com/en/job-offers/372eeaab-0776-4d65-a7a1-e712e8439f21-telenor-sverige-ab-telenor-tech-trainee-program
Backend Developer,Shape APS,"Copenhagen, Denmark",Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Node.js; Express; MongoDB; RESTful APIs; Microservices,English; Danish,Competitive salary,"We are looking for a skilled Backend Developer to join our team. You will be responsible for developing and maintaining our backend systems, ensuring high performance and responsiveness to requests from the front-end. You should have a strong understanding of server-side logic and architecture.",https://skema.jobteaser.com/en/job-offers/e18a70ab-f092-49ba-990c-407c76128ef2-shape-aps-backend-developer
Product Marketing Assistant,Parfums Christian Dior,"Paris, France",Internship,2023-10-01,Bachelor's degree in Marketing or related field,Strong analytical skills; Excellent communication skills; Proficiency in Microsoft Office Suite; Experience with social media marketing,English; French,Not specified,"As a Product Marketing Assistant at Parfums Christian Dior, you will support the marketing team in various tasks including market analysis, product launches, and promotional activities. You will work closely with cross-functional teams to ensure the successful execution of marketing strategies.",https://skema.jobteaser.com/en/job-offers/a59dde96-6990-415c-a6f7-5c0c63575829-parfums-christian-dior-product-marketing-assistant
Internship in International Finance Controlling - Consumer Brands,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,"Bachelor's degree in Finance, Accounting, or related field",Analytical skills; Proficiency in Excel; Attention to detail,English; German,Not specified,"Join our team at Henkel and gain valuable experience in international finance controlling for our consumer brands. You will support the finance team in various tasks, including financial analysis, budgeting, and reporting. This internship offers a unique opportunity to work in a dynamic environment and develop your skills in finance and controlling.",https://skema.jobteaser.com/en/job-offers/0091e496-6de3-4d18-b007-aefdd04ac20f-henkel-internship-international-finance-controlling-consumer-brands
IT Summer Internship - FinTech 2025,Check24,"Munich, Germany",Internship,October 2023,"Currently enrolled in a Bachelor's or Master's program in Computer Science, Information Technology, or a related field.","Programming skills in Java, Python, or similar languages; Understanding of software development processes; Familiarity with databases and SQL",English; German,Not specified,"Join Check24 as an IT Summer Intern in the FinTech sector for 2025. You will work on exciting projects, collaborate with experienced professionals, and gain valuable insights into the financial technology industry.",https://skema.jobteaser.com/en/job-offers/cacd6451-38a1-4533-a9c7-b3e8457409fa-check24-it-summer-internship-fintech-2025
Contrôleur de Gestion et Finance H/F,Société Générale Assurances,"La Défense, France",CDI,2023-10-01,Master's degree in Finance or related field,Financial analysis; Budgeting; Reporting; Excel proficiency,French; English,Not specified,"Société Générale Assurances is looking for a Contrôleur de Gestion et Finance to join their team. The role involves financial analysis, budgeting, and reporting. The candidate will be responsible for ensuring the accuracy of financial data and supporting decision-making processes.",https://skema.jobteaser.com/en/job-offers/783cc8d9-da8c-40bb-913b-3dc28a2d1ede-societe-generale-assurances-controleur-de-gestion-et-finance-h-f
2025 London Summer Internship - Analytics & Sales (Japanese Speakers),Bloomberg,London,Internship,Not specified,Undergraduate or Graduate student,Strong communication skills; Ability to work collaboratively; Analytical skills,Japanese; English,Not specified,"Bloomberg is looking for interns to join our Analytics & Sales team in London for the summer of 2025. As an intern, you will work closely with our clients and help them navigate our products and services. You will gain hands-on experience in a fast-paced environment and develop your skills in analytics and sales. This role requires strong communication skills and the ability to work collaboratively in a team. Japanese language proficiency is essential.",https://skema.jobteaser.com/en/job-offers/e42ff38b-e0a1-43d9-b33f-5d14eeb19bed-bloomberg-2025-london-summer-internship-analytics-sales-japanese-speakers
Operations & Logistics Assistant Internship,Tector,Remote,Internship,2023-10-01,"Bachelor's degree in Logistics, Supply Chain Management, or related field",Organizational skills; Attention to detail; Communication skills,English; French,Not specified,"Join Tector as an Operations & Logistics Assistant Intern. You will assist in managing logistics operations, coordinating shipments, and ensuring timely delivery of products. This role requires strong organizational skills and attention to detail.",https://skema.jobteaser.com/en/job-offers/6484f500-fe8a-488b-899e-7ce914864e1a-tector-operations-logistics-assistant-internship
Internship - Group Strategy Unit,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,"Bachelor's degree or higher in Business Administration, Economics, or a related field",Analytical skills; Project management; Communication skills; Proficiency in Microsoft Office Suite,English; German,Not specified,"Join our Group Strategy Unit as an intern and support our team in developing strategic initiatives and projects. You will have the opportunity to work on various topics, including market analysis, competitive benchmarking, and strategic planning. This internship will provide you with valuable insights into the strategic processes of a global company.",https://skema.jobteaser.com/en/job-offers/024e86c6-844e-4b3c-b942-d9ee5777fce7-henkel-internship-group-strategy-unit
Kickstart your space industry career - Join DANSTAR's Management and Strategy Team,DANSTAR - Danish Student Association for Rocketry,"Copenhagen, Denmark",Internship,2023-10-01,Bachelor's degree or currently enrolled in a relevant program,Project management; Strategic planning; Team collaboration; Analytical thinking,English; Danish,Not specified,"DANSTAR is looking for motivated students to join our Management and Strategy Team. This is a unique opportunity to gain hands-on experience in the space industry, working alongside passionate individuals who share a love for rocketry and space exploration. As part of our team, you will be involved in strategic planning, project management, and operational tasks that are crucial for the success of our initiatives.",https://skema.jobteaser.com/en/job-offers/d7cda16b-8bba-4e33-9ade-9eee5d0a3e90-danstar-danish-student-association-for-rocketry-kickstart-your-space-industry-career-join-danstar-s-management-and-strategy-team
"Combine Data Engineer, Machine Learning, AI, Cloud",SKEMA Business School,Remote,Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Data Engineering; Machine Learning; AI; Cloud Technologies; Data Processing; Data Analysis,English; French,Competitive salary,"We are looking for a Data Engineer with expertise in Machine Learning and AI to join our team. The ideal candidate will have experience in cloud technologies and a strong background in data processing and analysis. Responsibilities include designing and implementing data pipelines, developing machine learning models, and collaborating with cross-functional teams to deliver data-driven solutions.",https://skema.jobteaser.com/en/job-offers/08027a37-dfd1-4763-8268-e159d442b3f3-combine-data-engineer-machine-learning-ai-cloud
"MSc Thesis Internship: Manure Valorization, Calcium Phosphate and Methane Recovery",Wetsus - European Centre of Excellence for Sustainable Water Technology,"Leeuwarden, Netherlands",Internship,Not specified,Master's degree,Research skills; Analytical skills; Problem-solving skills,English,Not specified,"Wetsus is looking for a motivated MSc student to conduct a thesis project on manure valorization, focusing on calcium phosphate and methane recovery. The project aims to develop sustainable solutions for waste management in agriculture. The internship will provide hands-on experience in a research environment and the opportunity to contribute to innovative water technology solutions.",https://skema.jobteaser.com/en/job-offers/7f4de0a9-ce75-4d1f-98a6-66b7050dca1b-wetsus-european-centre-of-excellence-for-sustainable-water-technology-msc-thesis-internship-manure-valorization-calcium-phosphate-and-methane-recovery
Internship within End-to-End Supply Chain,Jack & Jones,"Copenhagen, Denmark",Internship,2023-10-01,Bachelor's degree or equivalent in Supply Chain Management or related field,Analytical skills; Communication skills; Problem-solving skills,English; Danish,Not specified,"Join Jack & Jones as an intern in our End-to-End Supply Chain team. You will gain hands-on experience in various aspects of supply chain management, including logistics, inventory management, and supplier relations. This internship is designed to provide you with practical skills and insights into the fashion industry.",https://skema.jobteaser.com/en/job-offers/6074b227-d6a0-43ca-8d2e-101b268b9464-jack-jones-internship-within-end-to-end-supply-chain
Internship / Master Thesis on Optical Metasurface Design Applications (f/m/x),Zeiss Gruppe,Germany,Internship,Not specified,"Master's degree in Physics, Engineering, or related field","Optical design; Simulation software; Programming skills (Python, MATLAB)",English; German (preferred),Not specified,The internship/master thesis focuses on the design and application of optical metasurfaces. You will work on innovative projects that involve the development of new optical components and systems. This position offers the opportunity to gain hands-on experience in a cutting-edge field of optics.,https://skema.jobteaser.com/en/job-offers/5b286968-5fa2-47d9-94af-7933501e06e4-zeiss-gruppe-internship-master-thesis-on-optical-metasurface-design-applications-f-m-x
Internship Data Driven Sales - Mercedes-Benz Department CRM Customer Data,Mercedes-Benz Group,Not specified,Internship,Not specified,Not specified,Data analysis; CRM software proficiency; Sales strategy development,English; German,Not specified,"Join the Mercedes-Benz Group as an intern in the Data Driven Sales department, focusing on CRM and customer data. This role will involve analyzing customer data to drive sales strategies and improve customer engagement.",https://skema.jobteaser.com/en/job-offers/6f3b8113-10ee-463a-8e92-cbdabf7fcabf-mercedes-benz-group-internship-data-driven-sales-mercedes-benz-department-crm-customer-data-starting-april-2025
Internship R&D Technical Photography - Consumer Technology Insights,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,"Bachelor's degree in Photography, Visual Arts, or related field",Photography; Photo editing software; Creative thinking; Team collaboration,English; German,Not specified,"Join our team at Henkel and be part of a dynamic and innovative environment. As an intern in R&D Technical Photography, you will support our Consumer Technology Insights team by conducting photography sessions, assisting in the development of visual content, and collaborating with cross-functional teams. This role offers a unique opportunity to gain hands-on experience in a global company and contribute to exciting projects.",https://skema.jobteaser.com/en/job-offers/e7b3329e-ac76-43b7-8685-f3485e7edcb4-henkel-internship-r-d-technical-photography-consumer-technology-insights
Internship - Startup Scouting & Technology Assessments,Henkel,Not specified,Internship,Not specified,"Currently enrolled in a Bachelor's or Master's program in Business, Engineering, or a related field",Market research; Analytical skills; Presentation skills,English; German (preferred),Not specified,"Henkel is a global leader in brands and technologies, operating in three business areas: Adhesive Technologies, Beauty Care, and Home Care. We are looking for an intern to support our Startup Scouting and Technology Assessments team. The intern will be responsible for identifying and evaluating innovative startups and technologies that align with Henkel's strategic goals. This role involves conducting market research, analyzing trends, and preparing reports to present findings to stakeholders.",https://skema.jobteaser.com/en/job-offers/9ca97a9b-f3f6-4f1a-90ad-e6ad5d5eb2cf-henkel-internship-startup-scouting-technology-assessments
Stage Charge de Mission QSE (F/H),Vinci Energies,France,Stage,2023-10-01,Bac +3 minimum,Audit techniques; Report writing; Team collaboration,French; English,Not specified,"Vinci Energies is looking for an intern to assist in Quality, Safety, and Environment (QSE) missions. The intern will be involved in various projects aimed at improving QSE standards within the company. Responsibilities include conducting audits, preparing reports, and collaborating with different teams to ensure compliance with regulations.",https://skema.jobteaser.com/en/job-offers/a13fca4a-dd80-4a9b-8e65-bdc6e97a2829-vinci-energies-stage-charge-de-mission-qse-f-h
Internship Cloud Digital Workplace (m/f),Bertelsmann SE & Co. KGaA,"Gütersloh, Germany",Internship,2023-10-01,Bachelor's degree in Computer Science or related field,Cloud computing; Project management; Data analysis,English; German,Not specified,Join our team as an intern in the Cloud Digital Workplace department. You will work on various projects that enhance our digital workplace solutions. This role offers a unique opportunity to gain hands-on experience in cloud technologies and digital transformation.,https://skema.jobteaser.com/en/job-offers/1548e475-6a85-4e87-af94-443ee1a5ec24-bertelsmann-se-co-kgaa-internship-cloud-digital-workplace-m-f
Praktikum IT interne Kommunikation (w/m/div),Infineon Technologies AG,"Essen, Germany",Internship,2023-10-01,"Bachelor's degree in Communication, IT, or related field",Excellent written and verbal communication skills; Proficiency in Microsoft Office Suite; Basic knowledge of graphic design tools,English; German,Not specified,"As an intern in IT internal communication, you will support the team in various communication projects and initiatives. You will work closely with different departments to ensure effective communication strategies are implemented. Your tasks will include creating content for internal platforms, assisting in organizing events, and analyzing communication metrics.",https://skema.jobteaser.com/en/job-offers/a6bcd86f-2f33-445a-9723-0cfc157c28b7-infineon-technologies-ag-praktikum-it-interne-kommunikation-w-m-div
Performance Improvement Internship,Airbus,Illescas Plant,Internship,2025-2026,Bachelor's degree in Engineering or related field,Analytical skills; Project management; Team collaboration,English; Spanish,Not specified,Join Airbus as a Performance Improvement Intern at the Illescas Plant. This internship will provide you with the opportunity to work on various projects aimed at enhancing operational efficiency and performance. You will collaborate with cross-functional teams and gain hands-on experience in a dynamic environment.,https://skema.jobteaser.com/en/job-offers/1575744e-3a10-4a30-8ffe-f7c6cf4e45ea-airbus-discover-i-2025-2026-performance-improvement-internship-illescas-plant
6 Month Internship - IT Finance Controlling,Eurofins,Remote,Internship,2023-10-01,"Bachelor's degree in Finance, Accounting, or related field",Financial analysis; Data analysis; Excel proficiency; Attention to detail,English; French,Not specified,"Eurofins is looking for a 6-month internship in IT Finance Controlling. The intern will assist in financial analysis, reporting, and controlling tasks. Responsibilities include data analysis, preparing reports, and supporting the finance team in various projects.",https://skema.jobteaser.com/en/job-offers/7d23f2ed-ba0f-469a-809c-a70222ebdc8f-eurofins-6-month-internship-it-finance-controlling
Internship - Global Perfect Portfolio Management Sales and Marketing,Henkel,Not specified,Internship,Not specified,Not specified,Analytical skills; Communication skills; Teamwork; Project management,English; Other languages are a plus,Not specified,"Join our team at Henkel Consumer Brands and help us shape the future of our global portfolio management. As an intern, you will support the team in various projects related to sales and marketing strategies, market analysis, and product development. This is a great opportunity to gain hands-on experience in a dynamic environment and contribute to our mission of delivering innovative solutions to our customers.",https://skema.jobteaser.com/en/job-offers/692f0fe0-5d68-41f5-a4b9-8e6c4dde88a8-henkel-internship-global-perfect-portfolio-management-sales-and-marketing-henkel-consumer-brands
Intern for our Banking Consulting Team,Deloitte Luxembourg,Luxembourg,Internship,As of September,Bachelor's degree or equivalent,Analytical skills; Communication skills; Teamwork,English; French,Not specified,"Join Deloitte Luxembourg as an intern in our Banking Consulting team. You will work on various projects, gaining valuable experience in the banking sector. This internship will provide you with the opportunity to develop your skills and knowledge in a dynamic environment.",https://skema.jobteaser.com/en/job-offers/1b4bb5e7-8933-4e79-b9ff-87e7a7f776ed-deloitte-luxembourg-intern-for-our-banking-consulting-team-start-date-as-if-september
"MBA Intern - Sr. Product Mgr, Tech",Amazon,"London, United Kingdom",Internship,2023-10-01,MBA,Product Management; Market Analysis; Business Strategy,English,Not specified,"As an MBA Intern in the Product Management team at Amazon, you will work on high-impact projects that drive the future of our products and services. You will collaborate with cross-functional teams to define product vision, strategy, and roadmap. Your role will involve analyzing market trends, gathering customer insights, and developing business cases to support product initiatives.",https://skema.jobteaser.com/en/job-offers/23ef46ae-2259-470b-8b5b-a85244e32a95-amazon-mba-intern-sr-product-mgr-tech
Technology Intern,Invesco Asset Management Deutschland GmbH,Germany,Internship,2023-10-01,Bachelor's degree in Computer Science or related field,Programming in Python; Data analysis; Project management,English; German,Not specified,"As a Technology Intern at Invesco, you will be involved in various projects that support our technology team. You will gain hands-on experience in software development, data analysis, and project management. This internship is designed to provide you with a comprehensive understanding of the technology landscape in asset management.",https://skema.jobteaser.com/en/job-offers/1f81d85f-f295-462d-91f4-9e7af8ba6236-invesco-asset-management-deutschland-gmbh-technology-intern
Bespoke Content Creation Intern - Springer Nature Opening Doors Program,Springer Nature,"London, UK",Internship,2023-10-01,Undergraduate or Graduate student,Content creation; Research; Communication,English,Not specified,"As a Bespoke Content Creation Intern, you will be responsible for assisting in the creation of tailored content for various clients. This role involves collaborating with different teams to ensure that the content meets the clients' needs and aligns with Springer Nature's standards.",https://skema.jobteaser.com/en/job-offers/ec853695-6d76-42e6-bb66-60604889696d-springer-nature-bespoke-content-creation-intern-springer-nature-opening-doors-program
Data Engineer within IIoT Automation Development,Alfa Laval Technologies AB,"Lund, Sweden",Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Data engineering; Python; SQL; Cloud technologies; Data visualization,English; Swedish,Not specified,"As a Data Engineer within IIoT Automation Development, you will be responsible for designing and implementing data solutions that support our automation products. You will work closely with cross-functional teams to ensure data integrity and availability.",https://skema.jobteaser.com/en/job-offers/5382e24d-bd7f-45dd-9eb8-3c33ab103343-alfa-laval-technologies-ab-data-engineer-within-iiot-automation-development
Circular Innovation Lab - APS Circular Economy Digital Marketing,SKEMA Business School,France,Internship,2023-10-01,Bachelor's degree in Marketing or related field,Digital Marketing; Content Creation; Social Media Management; Market Analysis,English; French,Not specified,"Join the Circular Innovation Lab at SKEMA Business School to work on digital marketing strategies for circular economy initiatives. You will be involved in creating content, managing social media, and analyzing market trends.",https://skema.jobteaser.com/en/job-offers/c90b8651-f06e-4171-81b1-be86c2d14992-circular-innovation-lab-aps-circular-economy-digital-marketing
Herta Stage Category Manager (W/M) - 6 mois - July 2025,Herta,France,Internship,October 2023,Bachelor's degree in Marketing or related field,Market analysis; Strategic planning; Communication; Team collaboration,French; English,Not specified,"Join Herta as a Category Manager intern for 6 months starting in July 2025. You will be responsible for analyzing market trends, developing marketing strategies, and collaborating with cross-functional teams to enhance product visibility and sales.",https://skema.jobteaser.com/en/job-offers/2d5a91b8-cc0f-4235-a355-ddc82767d03a-herta-stage-category-manager-w-m-6-mois-july-2025
Portfolio Data Care Manager,L'Oréal Groupe,Recherche & Innovation,CDI,Not specified,Bachelor's degree or higher in a relevant field,Data analysis; Project management; Communication skills; Attention to detail,English; French,Not specified,"As a Portfolio Data Care Manager, you will be responsible for managing and analyzing data related to product portfolios, ensuring data accuracy and providing insights to support decision-making processes.",https://skema.jobteaser.com/en/job-offers/4f0c7649-0e0b-4891-81ef-42754e1fa20f-l-oreal-groupe-cdi-porfolio-data-care-manager-l-oreal-recherche-innovation-h-f
Consultant(e) en pilotage de la performance data et mise en place de solutions Anaplan,Kelerian Group,Remote,Full-time,2023-10-01,"Master's degree in Business, Finance, or related field",Anaplan; Data Analysis; Project Management; Communication,English; French,Competitive salary,Kelerian Group is looking for a Consultant(e) to join our team. The role involves performance data management and implementing Anaplan solutions for our clients. You will work closely with clients to understand their needs and deliver tailored solutions.,https://skema.jobteaser.com/en/job-offers/0a56e04e-ca00-4844-985e-e0eec47ae045-kelerian-group-consultant-e-s-en-pilotage-de-la-performance-data-et-mise-en-place-de-solutions-anaplan
SIA Consultant - E-Data Advisory,SIA,Remote,Full-time,2023-10-01,"Bachelor's degree in Data Science, Computer Science, or related field",Data analysis; Statistical modeling; Data visualization; SQL; Python,English; French,"€40,000 - €60,000","As a Consultant in our E-Data Advisory team, you will work with clients to help them leverage data for strategic decision-making. You will be responsible for analyzing data, providing insights, and developing data-driven strategies.",https://skema.jobteaser.com/en/job-offers/48b50a40-edad-4bfd-8a9f-bcc70b695a84-sia-consultant-e-data-advisory
DataValue - Strategy & Conseil - Data Transformation Digitale,DataValue,"Finance, Déplacements en Europe",CDI,Not specified,Master's degree or equivalent,Data analysis; Project management; Financial modeling; Digital transformation,English; French,Not specified,"Join DataValue as a consultant in digital transformation, focusing on data strategy and finance. You will work on various projects across Europe, helping clients leverage data for better decision-making.",https://skema.jobteaser.com/en/job-offers/36bdee07-cafa-4c36-986d-2fd3892797c0-datavalue-strategy-conseil-data-transformation-digitale-finance-deplacements-en-europe-cdi
Ingénieur Data Junior H/F,Banque de France,"Paris, France",CDI,2023-10-01,Bac +5 en informatique ou data science,Analyse de données; Python; SQL; Machine Learning,Français; Anglais,"35,000 - 45,000 EUR","La Banque de France recherche un Ingénieur Data Junior pour rejoindre son équipe. Vous serez en charge de l'analyse et de la gestion des données, ainsi que de la mise en place de solutions innovantes pour améliorer les processus internes.",https://skema.jobteaser.com/en/job-offers/f16c399b-ccde-4ac5-ad29-e7c9a67477ed-banque-de-france-ingenieur-data-junior-h-f
Data Project Manager,Numberly,"Paris, France",Full-time,2023-10-01,Bachelor's degree in a relevant field,Project management; Data analysis; Communication; Problem-solving,English; French,"€40,000 - €50,000","As a Data Project Manager at Numberly, you will oversee data-driven projects, ensuring they meet client expectations and are delivered on time. You will work closely with cross-functional teams to manage project timelines, budgets, and resources.",https://skema.jobteaser.com/en/job-offers/8305b039-828f-4cd3-afe8-9b453cd64bff-numberly-data-project-manager
Business Developer - AI & Blockchain,Headmind Partners,Paris,CDI,2023-10-01,"Bachelor's degree in Business, Marketing, or related field",Sales strategy; Client relationship management; Knowledge of AI and Blockchain technologies,English; French,Competitive salary,"Join Headmind Partners as a Business Developer focusing on AI and Blockchain technologies. You will be responsible for identifying new business opportunities, building relationships with clients, and driving sales growth in the tech sector.",https://skema.jobteaser.com/en/job-offers/0f1e6edf-1871-4858-81c6-a6f6bb28e30d-headmind-partners-cdi-business-developer-ai-blockchain-paris
Administrateur bases de données F/H,Institut National de la Propriété Industrielle (INPI),"Paris, France",CDI,2023-10-01,Bac +5 en informatique ou équivalent,Administration de bases de données; SQL; Optimisation des performances,Français; Anglais,"40,000 - 50,000 EUR",L'INPI recherche un administrateur bases de données pour gérer et optimiser ses systèmes de bases de données.,https://skema.jobteaser.com/en/job-offers/cb1ddf4b-9626-4826-bb64-b88971ed0e4c-institut-national-de-la-propriete-industrielle-inpi-administrateur-bases-de-donnees-f-h
DataValue Strategy - Conseil Data Transformation Digitale,DataValue,"Finance, Déplacements en Europe",CDI,Not specified,Master's degree or equivalent,Data analysis; Project management; Financial modeling; Digital transformation,English; French,Not specified,"Join DataValue as a consultant in digital transformation, focusing on data strategy and finance. You will work on various projects across Europe, helping clients leverage data for better decision-making.",https://skema.jobteaser.com/en/job-offers/69cd5667-5a27-44a7-8726-f1cb37be2402-datavalue-strategy-conseil-data-transformation-digitale-finance-deplacements-en-europe-cdi
